title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Inkheart,Inkheart,2309,tt0494238,false,106,60000000,62803180,1831,6.3,en,2008-12-11
Beowulf,Beowulf,2310,tt0442933,false,115,70000000,195735876,2379,5.857,en,2007-11-05
Hurenglück,Hurenglück,2311,tt0099813,false,90,0,0,0,0,en,1991-01-27
In the Name of the King: A Dungeon Siege Tale,In the Name of the King: A Dungeon Siege Tale,2312,tt0460780,false,127,60000000,13100000,673,4.673,en,2007-11-29
Prime,Prime,2313,tt0387514,false,102,22000000,67900000,703,5.918,en,2005-09-21
The Long Run,The Long Run,2314,tt0218411,false,112,0,0,5,5.8,en,2001-05-04
The Story of an African Farm,The Story of an African Farm,2316,tt0388441,false,97,0,0,4,5.4,en,2004-10-08
Pilgrim,Pilgrim,2318,tt0203053,false,97,0,0,10,5.9,en,2000-03-31
The Dust Factory,The Dust Factory,2319,tt0329030,false,99,0,12,31,5.9,en,2004-01-01
Executive Decision,Executive Decision,2320,tt0116253,false,133,55000000,121969216,735,6.242,en,1996-03-15
Married to the Mob,Married to the Mob,2321,tt0095593,false,104,10000000,21486757,194,5.9,en,1988-08-19
Sneakers,Sneakers,2322,tt0105435,false,126,0,105232691,707,6.883,en,1992-09-09
Field of Dreams,Field of Dreams,2323,tt0097351,false,107,15000000,84431625,1167,7.112,en,1989-04-21
Local Color,Local Color,2324,tt0472126,false,107,3250000,32788,15,6.7,en,2006-09-19
Leningrad,Leningrad,2325,tt0432314,false,120,0,0,63,5.6,en,2009-01-01
Taxi,Taxi,2330,tt0152930,false,86,8700000,44500000,1991,6.624,fr,1998-04-08
Jesus,Jesus,2331,tt0199232,false,240,20000000,0,38,6.2,en,1999-05-12
Taxi 2,Taxi 2,2332,tt0183869,false,82,10500000,64400000,1434,6.199,fr,2000-03-25
Buddenbrooks,Buddenbrooks,2333,tt1058601,false,151,0,12627016,21,5.8,de,2008-12-25
Taxi 3,Taxi 3,2334,tt0295721,false,82,14500000,65497208,1248,5.692,fr,2003-01-29
Taxi 4,Taxi 4,2335,tt0804540,false,91,17500000,65125001,1005,5.549,fr,2007-02-10
King Kong\'s Fist,King Kongs Faust,2336,tt0087560,false,80,0,0,0,0,de,1985-04-26
Va Banque,Va Banque,2337,tt0092145,false,95,0,0,0,0,de,1986-01-28
Still Life,三峡好人,2346,tt0859765,false,108,0,0,101,7.2,zh,2006-09-12
Holy Matrimony,Holy Matrimony,2348,tt0110044,false,93,0,616938,42,5.3,en,1994-04-08
Peas at 5:30,Erbsen auf halb 6,2349,tt0366416,false,107,0,0,19,6.8,de,2004-03-04
Reign Over Me,Reign Over Me,2355,tt0490204,false,124,20000000,22222308,869,7.187,en,2007-03-22
10 Items or Less,10 Items or Less,2357,tt0499603,false,81,0,580527,186,6.3,en,2006-09-11
Oh Marbella!,Oh Marbella!,2358,tt0338300,false,88,0,0,2,3,en,2003-01-01
Sicko,Sicko,2359,tt0386032,false,123,9000000,24538513,592,7.384,en,2007-05-18
Saving Grace,Saving Grace,2360,tt0195234,false,93,10000000,26330482,351,6.52,en,2000-01-24
The Lark Farm,La masseria delle allodole,2361,tt0854672,false,122,0,0,21,6.1,it,2007-01-01
Westworld,Westworld,2362,tt0070909,false,89,0,0,1016,6.749,en,1973-08-15
The Cousins,Les Cousins,2363,tt0052708,false,112,0,0,59,6.6,fr,1959-03-11
Topaz,Topaz,2370,tt0065112,false,121,4000000,6000000,286,5.986,en,1969-12-17
Teheran \'43,Тегеран-43,2371,tt0081609,false,192,0,0,18,6.4,ru,1981-08-07
My Uncle Benjamin,Mon oncle Benjamin,2373,tt0122617,false,90,0,0,37,6.1,fr,1969-11-28
Le radeau de la Méduse,Le radeau de la Méduse,2374,tt0164839,false,130,0,0,2,6.5,fr,1998-07-15
Prêtres interdits,Prêtres interdits,2375,tt0174143,false,90,0,0,0,0,fr,1973-11-22
Le pion,Le pion,2376,tt0078086,false,85,0,0,10,6.9,fr,1978-10-25
Bonsoir,Bonsoir,2377,tt0165113,false,85,0,0,1,1,fr,1994-01-19
The Island of Thirty Coffins,L\'île aux trente cercueils,2378,tt0169519,false,300,0,0,5,4.6,fr,1979-09-21
The Witness,Le témoin,2379,tt0176254,false,100,0,0,0,0,fr,1969-01-01
Home Sweet Home,Home Sweet Home,2380,tt0173904,false,85,0,0,5,5.2,fr,1973-01-01
Lenin in Paris,Ленин в Париже,2381,tt0081043,false,106,0,0,9,4.4,ru,1982-04-22
Hearth Fires,Les Feux de la Chandeleur,2382,tt0173821,false,110,0,0,8,5.9,fr,1972-05-24
The Bear,L\'Ours,2383,tt0095800,false,94,25000000,138241022,374,6.968,en,1988-10-21
Agent Trouble,Agent Trouble,2385,tt0092521,false,88,0,0,8,5.8,fr,1987-08-19
The Collector of Brains,Le collectionneur de cerveaux,2386,tt0190718,false,93,0,0,1,6,fr,1976-10-23
Tableau d\'honneur,Tableau d\'honneur,2387,tt0105514,false,97,0,0,0,0,fr,1992-08-26
À San Remo,À San Remo,2388,tt0367266,false,22,0,0,0,0,fr,2004-04-15
Sous le signe de Monte Cristo,Sous le signe de Monte Cristo,2389,tt0174227,false,100,0,0,2,6.5,fr,1968-12-11
L\'homme qui n\'était pas là,L\'homme qui n\'était pas là,2390,tt0173907,false,83,0,0,0,0,fr,1987-05-06
A Captain\'s Honor,L\'Honneur d\'un capitaine,2391,tt0084089,false,120,0,0,10,6.2,fr,1982-12-29
Special Killers,La ragazza di via Condotti,2392,tt0071309,false,97,0,0,1,2,it,1973-08-11
The Boat on the Grass,Le bateau sur l\'herbe,2393,tt0065454,false,90,0,0,4,4.2,fr,1971-04-16
Without Family,Sans famille,2394,tt0261964,false,180,0,0,17,7.1,fr,2000-12-12
Astérix at the Olympic Games,Astérix aux Jeux Olympiques,2395,tt0463872,false,116,97250400,132900000,1635,5.169,fr,2008-01-30
Fallout,Fallout,2397,tt0150500,false,90,0,0,1,3,en,1998-01-01
Les Anneaux de Bicêtre,Les Anneaux de Bicêtre,2398,tt0175445,false,98,0,0,1,10,fr,1977-01-05
Hitchhiker: Windows,Hitchhiker: Windows,2399,,false,30,0,0,0,0,en,1990-01-01
Eugénie Grandet,Eugénie Grandet,2400,tt0173806,false,83,0,0,0,0,fr,1994-02-12
Cape of the North,北の岬,2401,tt0173960,false,113,0,0,0,0,ja,1976-04-03
Scénarios sur la Drogue,Scénarios sur la Drogue,2402,tt0240886,false,95,0,0,3,5,en,2000-02-21
Joseph,Joseph,2405,tt0113483,false,178,0,0,135,8.281,en,1995-04-16
A Spiral of Mist,Una spirale di nebbia,2410,tt0147530,false,110,0,0,2,4,it,1977-01-01
Rendezvous in Paris,Rendezvous in Paris,2411,tt0176090,false,104,0,0,1,9,de,1982-12-11
Célimène et le cardinal,Célimène et le cardinal,2412,tt0932662,false,107,0,0,0,0,fr,2006-08-22
Le malin plaisir,Le malin plaisir,2414,tt0174003,false,105,0,0,1,2,fr,1975-01-01
La Passion de Camille et Lucile Desmoulins,La Passion de Camille et Lucile Desmoulins,2415,tt0176007,false,100,0,0,0,0,en,1978-01-01
Amours sous la révolution: André Chénier et la jeune captive,Amours sous la révolution: André Chénier et la jeune captive,2416,tt0358355,false,100,0,0,0,0,en,1978-01-01
Une petite fille dans les tournesols,Une petite fille dans les tournesols,2417,tt0174311,false,95,0,0,0,0,fr,1984-12-05
The Greatest Story Ever Told,The Greatest Story Ever Told,2428,tt0059245,false,199,20000000,15473333,134,6.4,en,1965-02-15
Trop c\'est trop,Trop c\'est trop,2429,tt0072323,false,90,0,0,3,5.7,fr,1975-06-05
The Choice,Le choix,2430,tt0181384,false,90,0,0,0,0,fr,1976-01-10
Lise and Laura,Lise et Laura,2431,tt0173986,false,90,0,0,0,0,fr,1982-03-26
The Young Girls of Rochefort,Les demoiselles de Rochefort,2433,tt0062873,false,126,0,0,453,7.703,fr,1967-03-08
Solo Mia,Solo Mia,2435,tt0303120,false,100,0,0,14,5.464,es,2001-10-31
Double Dragon,Double Dragon,2436,tt0106761,false,89,3500000,2341309,251,4.349,en,1994-11-04
Le bahut va craquer,Le bahut va craquer,2437,tt0155522,false,90,0,0,2,4,fr,1981-05-06
The Country Girl,The Country Girl,2438,tt0046874,false,104,0,0,60,7.108,en,1954-12-15
Joint Security Area,공동경비구역 JSA,2440,tt0260991,false,110,12500000,0,481,7.873,ko,2000-09-09
Cows,Vacas,2441,tt0103186,false,96,0,0,44,6.3,es,1992-02-26
The Final Cut,The Final Cut,2442,tt0113063,false,96,0,551281,13,6.3,en,1995-11-05
The Spider Woman,The Spider Woman,2443,tt0037303,false,63,0,0,61,6.9,en,1943-12-24
The Red Squirrel,La ardilla roja,2444,tt0106305,false,114,0,0,54,6.6,es,1993-04-21
The Nativity Story,The Nativity Story,2447,tt0762121,false,101,35000000,0,170,6.9,en,2006-11-30
Le bonheur des autres,Le bonheur des autres,2448,tt0312496,false,90,0,0,0,0,en,1990-10-30
Porté disparu,Porté disparu,2449,tt0193426,false,90,0,0,0,0,fr,1995-07-06
Mamie Rose,Mamie Rose,2452,tt0174004,false,90,0,0,0,0,fr,1976-02-18
Harley Davidson and the Marlboro Man,Harley Davidson and the Marlboro Man,2453,tt0102005,false,98,23000000,7434726,315,6.387,en,1991-08-23
The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,2454,tt0499448,false,150,225000000,419665568,5430,6.616,en,2008-05-15
Confidentially Yours,Vivement dimanche!,2455,tt0086551,false,110,0,0,140,7.2,fr,1983-08-10
La mandragore,La mandragore,2456,tt0219164,false,90,0,0,0,0,fr,1972-11-09
Children of Paradise,Les Enfants du Paradis,2457,tt0037674,false,191,0,1457,302,8.222,fr,1945-03-15
Pardon Mon Affaire,Un éléphant ça trompe énormément,2459,tt0076852,false,105,0,0,149,7.007,fr,1976-09-22
Earth,Tierra,2460,tt0117909,false,123,0,0,38,6.8,es,1996-05-20
Hibernatus,Hibernatus,2462,tt0064425,false,82,0,0,374,6.817,fr,1969-09-10
Running Out of Time,暗戰,2463,tt0216165,false,93,225000,0,106,7.222,cn,1999-09-23
Firetrap,Firetrap,2464,tt0243907,false,97,0,0,14,4.9,en,2001-03-16
Tie Me Up! Tie Me Down!,¡Átame!,2469,tt0101026,false,102,0,3125224,478,6.9,es,1990-01-22
Belle Époque,Belle Époque,2470,tt0103791,false,109,0,0,140,6.775,es,1992-12-04
Eragon,Eragon,2486,tt0449010,false,104,100000000,249288105,2840,5.055,en,2006-12-14
Lady Snowblood,修羅雪姫,2487,tt0158714,false,97,0,0,260,7.592,ja,1973-12-01
The Princess Bride,The Princess Bride,2493,tt0093779,false,99,16000000,30861665,3804,7.659,en,1987-09-25
The Bourne Identity,The Bourne Identity,2501,tt0258463,false,119,60000000,214034224,7939,7.443,en,2002-06-14
The Bourne Supremacy,The Bourne Supremacy,2502,tt0372183,false,108,75000000,288500217,6432,7.303,en,2004-07-23
The Bourne Ultimatum,The Bourne Ultimatum,2503,tt0440963,false,115,70000000,442824138,6574,7.407,en,2007-08-03
Our Mother\'s House,Our Mother\'s House,2516,tt0062089,false,105,800000,0,29,7,en,1967-09-14
Nobody Knows,誰も知らない,2517,tt0408664,false,141,0,0,360,8,ja,2004-08-07
The Bible: In the Beginning...,The Bible: In the Beginning...,2525,tt0060164,false,174,18000000,0,187,7.3,en,1966-09-28
Moses the Lawgiver,Moses the Lawgiver,2526,tt0072547,false,141,6000000,0,3,7,en,1974-12-22
This Man Must Die,Que la bête meure,2527,tt0064861,false,113,0,0,113,7.588,fr,1969-09-04
Madame Bovary,Madame Bovary,2528,tt0102368,false,143,0,1942423,103,6.35,fr,1991-04-03
Adolphe ou l\'âge tendre,Adolphe ou l\'âge tendre,2536,tt0062642,false,103,0,0,1,8,fr,1968-06-03
The Basque Ball: Skin Against Stone,La pelota vasca: la piel contra la piedra,2537,tt0382898,false,115,0,0,11,5.818,es,2003-10-03
"Hi, Are You Alone?","Hola, ¿estás sola?",2538,tt0113312,false,92,0,0,17,4.7,en,1995-10-28
Spanglish,Spanglish,2539,tt0371246,false,130,80000000,55041367,1089,5.996,en,2004-12-17
Zazie dans le Métro,Zazie dans le métro,2546,tt0054494,false,93,0,0,122,6.6,fr,1960-10-28
Joe Versus the Volcano,Joe Versus the Volcano,2565,tt0099892,false,102,25000000,39404261,419,5.643,en,1990-03-09
Time to Leave,Le temps qui reste,2566,tt0417189,false,85,0,0,83,6.6,fr,2005-05-16
The Aviator,The Aviator,2567,tt0338751,false,170,110000000,213700000,4467,7.218,en,2004-12-17
The Lovers,Les amants,2574,tt0052556,false,90,0,0,93,6.591,fr,1958-11-05
The Tailor of Panama,The Tailor of Panama,2575,tt0236784,false,109,21000000,28008462,378,6.081,en,2001-03-30
The Diary of Anne Frank,The Diary of Anne Frank,2576,tt0052738,false,180,3000000,0,294,7.24,en,1959-03-18
Code 46,Code 46,2577,tt0345061,false,93,7500000,0,284,6.158,en,2003-09-02
"Brother Sun, Sister Moon","Fratello sole, sorella luna",2587,tt0069824,false,121,3000000,0,91,6.8,it,1972-03-03
Chaotic Ana,Caótica Ana,2588,tt0456340,false,119,6500000,0,43,6.1,es,2007-08-24
The Fire Within,Le Feu follet,2593,tt0057058,false,108,0,0,154,7.669,fr,1963-10-15
Monsieur Batignole,Monsieur Batignole,2594,tt0291400,false,100,0,0,189,7,fr,2002-03-06
Born on the Fourth of July,Born on the Fourth of July,2604,tt0096969,false,145,14000000,161001698,1372,7.001,en,1989-12-20
Short Circuit,Short Circuit,2605,tt0091949,false,98,10000000,40697761,1192,6.576,en,1986-05-09
Maid to Order,Maid to Order,2608,tt0093476,false,93,0,9868521,44,5.8,en,1987-07-10
"Planes, Trains and Automobiles","Planes, Trains and Automobiles",2609,tt0093748,false,93,15000000,49500000,1484,7.243,en,1987-11-26
Shopgirl,Shopgirl,2610,tt0338427,false,104,10284523,11588205,207,5.9,en,2005-10-21
Only the Lonely,Only the Lonely,2611,tt0102598,false,104,0,25092802,128,6.023,en,1991-05-24
Mr. Destiny,Mr. Destiny,2612,tt0100201,false,110,20000000,15379253,159,6.1,en,1990-10-12
Prelude to a Kiss,Prelude to a Kiss,2613,tt0105165,false,105,0,22697691,90,5.7,en,1992-07-10
Innerspace,Innerspace,2614,tt0093260,false,120,27000000,25893810,983,6.833,en,1987-06-30
Uncle Buck,Uncle Buck,2616,tt0098554,false,100,15000000,79258538,927,6.783,en,1989-08-16
The Great Outdoors,The Great Outdoors,2617,tt0095253,false,91,24000000,43455230,423,6.452,en,1988-06-17
Splash,Splash,2619,tt0088161,false,111,8000000,69821334,1086,6.246,en,1984-03-09
Armed and Dangerous,Armed and Dangerous,2620,tt0090660,false,88,12000000,15945534,125,5.679,en,1986-08-15
Return to Me,Return to Me,2621,tt0122459,false,115,24000000,36609995,324,6.7,en,2000-04-07
An Officer and a Gentleman,An Officer and a Gentleman,2623,tt0084434,false,124,7500000,129795554,878,6.999,en,1982-07-28
Mr. Jones,Mr. Jones,2625,tt0107611,false,114,0,0,129,5.7,en,1993-10-08
The Specialist,The Specialist,2636,tt0111255,false,110,45000000,170362582,1037,5.837,en,1994-10-07
The Mothman Prophecies,The Mothman Prophecies,2637,tt0265349,false,119,32000000,55305279,893,6.152,en,2002-01-25
Deconstructing Harry,Deconstructing Harry,2639,tt0118954,false,96,20000000,10686841,740,7.372,en,1997-12-12
Heathers,Heathers,2640,tt0097493,false,103,3000000,1108462,1346,7.333,en,1989-03-31
Two Weeks Notice,Two Weeks Notice,2642,tt0313737,false,101,60000000,199043242,1739,6.35,en,2002-12-19
Aces Go Places,最佳拍檔,2644,tt0084955,false,93,0,0,44,6.6,cn,1982-01-16
Aces Go Places II,最佳拍檔大顯神通,2645,tt0086646,false,84,0,0,32,6.3,cn,1983-11-11
Aces Go Places III: Our Man from Bond Street,最佳拍檔III之女皇密令,2646,tt0088457,false,96,0,0,23,5.6,cn,1984-01-25
Aces Go Places IV: You Never Die Twice,最佳拍檔之千里救差婆,2647,tt0092268,false,86,0,0,22,5.4,cn,1986-07-24
Aces Go Places V: The Terracotta Hit,新最佳拍檔,2648,tt0098681,false,103,0,0,16,5,cn,1989-01-28
The Game,The Game,2649,tt0119174,false,129,50000000,109423648,5261,7.553,en,1997-09-12
Hard Candy,Hard Candy,2652,tt0424136,false,103,950000,7022209,2140,6.836,en,2005-01-14
In the Mouth of Madness,In the Mouth of Madness,2654,tt0113409,false,95,8000000,8946600,1250,7.235,en,1995-02-03
What Lies Beneath,What Lies Beneath,2655,tt0161081,false,130,100000000,291420351,1478,6.401,en,2000-07-21
Pleasantville,Pleasantville,2657,tt0120789,false,124,60000000,49805462,1393,7.257,en,1998-09-17
Batman,Batman,2661,tt0060153,false,105,1377800,3900000,673,6.297,en,1966-07-30
House of 1000 Corpses,House of 1000 Corpses,2662,tt0251736,false,89,7000000,17949758,1267,6.197,en,2003-04-11
Airplane II: The Sequel,Airplane II: The Sequel,2665,tt0083530,false,85,0,27150534,838,6.087,en,1982-12-10
Dark City,Dark City,2666,tt0118929,false,100,27000000,27200316,2246,7.339,en,1998-02-27
The Blair Witch Project,The Blair Witch Project,2667,tt0185937,false,81,60000,248639099,3842,6.317,en,1999-07-14
Sleepy Hollow,Sleepy Hollow,2668,tt0162661,false,105,100000000,206071502,5645,7.147,en,1999-11-19
The Bounty,The Bounty,2669,tt0086993,false,132,25000000,8613462,408,6.7,en,1984-05-04
Ringu,リング,2671,tt0178868,false,96,1200000,19400000,1052,7.1,ja,1998-01-30
Il y a longtemps que je t\'aime,Il y a longtemps que je t\'aime,2672,tt0174771,false,95,0,0,0,0,en,1974-07-24
Volpone,Volpone,2674,tt0176298,false,120,0,0,0,0,fr,1978-12-08
Signs,Signs,2675,tt0286106,false,106,72000000,408247917,4666,6.655,en,2002-08-02
Memoirs of an Invisible Man,Memoirs of an Invisible Man,2687,tt0104850,false,99,40000000,14358033,456,5.922,en,1992-02-28
Irma la Douce,Irma la Douce,2690,tt0057187,false,135,5000000,25200000,300,7.472,en,1963-06-05
The Red Elvis,Der rote Elvis,2692,tt0949770,false,90,0,0,2,7,de,2007-02-13
Tuya\'s Marriage,图雅的婚事,2694,tt0949564,false,96,0,0,27,7.019,zh,2006-09-21
Gucha!,Гуча!,2696,tt0906014,false,94,0,0,5,7.4,sr,2006-11-14
Evan Almighty,Evan Almighty,2698,tt0413099,false,96,175000000,174440724,3637,5.537,en,2007-06-09
Esther,Esther,2700,tt0168331,false,91,0,0,18,5.8,en,1999-03-29
Abraham,Abraham,2701,tt0109036,false,175,10000000,0,19,5.9,en,1993-12-12
Earth and Ashes,Khâkestar-o-khâk,2702,tt0420715,false,105,0,0,8,6.8,fa,2004-05-13
Genesis: The Creation and the Flood,Genesi: La creazione e il diluvio,2703,tt0109884,false,91,0,0,15,5.4,it,1994-09-16
Saint Paul,Saint Paul,2707,tt0270621,false,170,0,0,21,6.6,en,2000-12-03
Jacob,Jacob,2712,tt0110175,false,91,0,0,27,5.9,en,1994-12-04
Number One,Number One,2718,tt0174077,false,95,0,0,2,6.8,it,1973-05-28
Moses,Moses,2719,tt0117086,false,182,0,0,32,6.484,en,1995-12-20
Z,Z,2721,tt0065234,false,127,0,83305,326,7.916,fr,1969-02-26
The Other Side of the Bed,El otro lado de la cama,2722,tt0301524,false,114,0,0,71,6,es,2002-04-27
Postal,Postal,2728,tt0486640,false,100,0,0,254,4.439,en,2007-08-11
Indochine,Indochine,2731,tt0104507,false,159,0,0,163,7.071,fr,1992-04-15
Nemesis,Nemesis,2732,tt0800353,false,83,0,0,2,4.2,de,2010-10-27
David,David,2734,tt0118933,false,190,15000000,0,27,7.4,en,1997-03-23
Monsieur seul,Monsieur seul,2735,tt0174934,false,240,0,0,0,0,en,1974-08-12
Dark Side of the Moon,Opération Lune,2740,tt0344160,false,52,0,0,35,7.1,fr,2002-10-16
Naked Lunch,Naked Lunch,2742,tt0102511,false,115,16000000,0,802,7.035,en,1991-12-27
"fl 19,99","fl 19,99",2747,tt0126911,false,90,0,0,0,0,nl,1998-10-08
Journey to Italy,Viaggio in Italia,2748,tt0046511,false,85,0,0,207,7.4,it,1954-09-07
15 Minutes,15 Minutes,2749,tt0179626,false,120,60000000,56359980,582,5.921,en,2001-03-01
24 Hour Party People,24 Hour Party People,2750,tt0274309,false,117,0,0,336,6.943,en,2002-02-13
3 Misses,3 Misses,2751,tt0239206,false,11,0,0,3,5.7,en,1998-01-01
40 Days and 40 Nights,40 Days and 40 Nights,2752,tt0243736,false,94,17000000,0,946,5.467,en,2002-03-01
The Assault,De Aanslag,2753,tt0090576,false,144,0,203781,30,6.8,nl,1986-02-06
Abel,Abel,2754,tt0090579,false,100,0,0,26,6.5,nl,1986-02-27
About Schmidt,About Schmidt,2755,tt0257360,false,125,30000000,105834556,995,6.812,en,2002-12-12
The Abyss,The Abyss,2756,tt0096754,false,139,70000000,90000098,2294,7.333,en,1989-08-09
Adaptation.,Adaptation.,2757,tt0268126,false,115,19000000,32801173,2015,7.4,en,2002-12-06
Addams Family Values,Addams Family Values,2758,tt0106220,false,94,47000000,48919043,2355,6.904,en,1993-11-19
"The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert",2759,tt0109045,false,104,2000000,11224491,615,7.3,en,1994-05-31
The Lodger: A Story of the London Fog,The Lodger: A Story of the London Fog,2760,tt0017075,false,91,0,0,213,7.2,en,1927-02-14
Secret Agent,Secret Agent,2761,tt0028231,false,86,0,0,107,6.1,en,1936-05-31
Young and Innocent,Young and Innocent,2762,tt0029811,false,83,0,0,166,6.7,en,1937-11-01
All Stars,All Stars,2764,tt0118588,false,115,0,0,21,6.9,nl,1997-05-01
The Lovers on the Bridge,Les Amants du Pont-Neuf,2767,tt0101318,false,125,28000000,0,238,7.401,fr,1991-10-16
American Gigolo,American Gigolo,2768,tt0080365,false,117,5000000,52700000,481,6.088,en,1980-02-08
An American in Paris,An American in Paris,2769,tt0043278,false,113,5635000,6981000,446,7.081,en,1951-09-26
American Pie 2,American Pie 2,2770,tt0252866,false,108,30000000,287553595,4208,6.202,en,2001-08-10
American Splendor,American Splendor,2771,tt0305206,false,101,2000000,6003587,349,7.221,en,2003-08-15
Florida - Der Sonnenstaat,Florida - Der Sonnenstaat,2772,,false,38,0,0,0,0,en,2005-01-01
Ägypten - Nil und Pyramiden,Ägypten - Nil und Pyramiden,2773,,false,43,0,0,0,0,en,2005-01-01
Nationalparks der USA,Nationalparks der USA,2774,,false,34,0,0,0,0,en,2005-01-01
Karibik Träume,Karibik Träume,2775,,false,35,0,0,0,0,en,2005-01-01
Die Inseln Hawaii,Die Inseln Hawaii,2776,,false,41,0,0,0,0,en,2005-01-01
Birdcage Inn,파란대문,2777,tt0190268,false,105,0,0,40,6.4,ko,1998-10-31
Clifford,Clifford,2778,tt0109447,false,89,19000000,7411659,72,5,en,1994-04-01
The Curse of the Jade Scorpion,The Curse of the Jade Scorpion,2779,tt0256524,false,103,0,0,638,6.575,en,2001-08-05
Ein toller Einfall,Ein toller Einfall,2784,tt0023600,false,87,0,0,1,7,de,1932-05-12
Pierrot le Fou,Pierrot le fou,2786,tt0059592,false,110,300000,0,665,7.5,fr,1965-08-29
Pitch Black,Pitch Black,2787,tt0134847,false,108,23000000,53187659,3737,6.834,en,2000-02-18
Reality Bites,Reality Bites,2788,tt0110950,false,99,11500000,20079850,577,6.588,en,1994-02-18
The Chronicles of Riddick,The Chronicles of Riddick,2789,tt0296572,false,119,105000000,115772733,3390,6.501,en,2004-06-11
Below the Earth\'s Surface,Der Abgrund - Eine Stadt stürzt ein,2790,tt1232001,false,90,0,0,18,5.6,de,2008-06-02
The Chronicles of Riddick: Dark Fury,The Chronicles of Riddick: Dark Fury,2791,tt0407658,false,34,0,0,261,6.052,en,2004-06-15
Das Testament des Cornelius Gulden,Das Testament des Cornelius Gulden,2792,tt0130309,false,84,0,0,1,5,de,1932-11-03
Voglia di Volare,Voglia di Volare,2793,tt0175405,false,220,0,0,0,0,en,1984-12-02
A Midsummer Night\'s Dream,Le Songe d\'une nuit d\'été,2796,tt0176164,false,95,0,0,1,10,fr,1969-12-25
Nous ne l\'avons pas assez aimée,Nous ne l\'avons pas assez aimée,2797,tt0175971,false,85,0,0,0,0,fr,1980-11-18
Oscar,Oscar,2798,tt0062083,false,85,0,0,395,7.4,fr,1967-10-11
Rumor Has It...,Rumor Has It...,2800,tt0398375,false,97,70000000,88933562,968,5.6,en,2005-12-22
De Arm Van Jezus,De Arm Van Jezus,2802,tt0352178,false,70,0,0,0,0,en,2003-01-24
De IJzeren Hond,De IJzeren Hond,2804,,true,0,0,0,0,0,en,2004-01-01
Tears of the Black Tiger,ฟ้าทะลายโจร,2805,tt0269217,false,110,0,0,30,6.517,th,2000-09-29
Jongens van de Landbouwschool,Jongens van de Landbouwschool,2807,,false,53,0,0,0,0,en,2007-01-01
Violette Nozière,Violette Nozière,2813,tt0078467,false,124,0,0,57,6.7,fr,1978-05-24
"Saturday, Sunday and Monday","Sabato, domenica e lunedì",2814,tt0098244,false,119,0,0,20,7.3,it,1990-10-12
Les oiseaux de la lune,Les oiseaux de la lune,2815,tt0175987,false,90,0,0,0,0,fr,1974-04-28
Same Old Song,On connaît la chanson,2817,tt0119828,false,120,0,0,110,7.1,fr,1997-11-12
Groupe Flag: Vrai ou faux,Groupe Flag: Vrai ou faux,2819,tt0593207,false,90,0,0,0,0,en,2005-09-23
Deed Poll,Deed Poll,2820,tt0451035,false,42,4500,0,4,1.2,de,2004-12-05
Glastage,Glastage,2821,tt1319566,false,27,0,0,1,2,de,2007-04-21
Die Mondvögel,Die Mondvögel,2824,tt0057319,false,90,0,0,0,0,de,1963-04-02
My Boss\'s Daughter,My Boss\'s Daughter,2830,tt0270980,false,83,14000000,0,587,4.948,en,2003-08-21
Identity,Identity,2832,tt0309698,false,90,28000000,90259536,3077,7.182,en,2003-04-25
Fou comme François,Fou comme François,2837,tt0174654,false,95,0,0,0,0,en,1979-01-10
La grotte aux loups,La grotte aux loups,2840,tt0175688,false,93,0,0,0,0,fr,1980-08-29
A Very Long Engagement,Un long dimanche de fiançailles,2841,tt0344510,false,133,47000000,0,975,7.333,fr,2004-10-26
Riot at the Rite,Riot at the Rite,2844,tt0473080,false,90,0,0,1,9,en,2005-10-18
La silla,La silla,2845,tt0468869,false,95,0,0,0,0,es,2006-08-02
Zwischen Flieder wandern und singen,Zwischen Flieder wandern und singen,2846,tt0448183,false,16,0,0,0,0,de,2003-01-01
Scherzo,Scherzo,2847,,false,6,0,0,0,0,de,2002-12-01
Coda,Coda,2848,tt0411236,false,5,0,0,1,2,en,2004-02-02
Prélude,Prélude,2849,,false,4,0,0,0,0,en,2004-12-05
Pulsar,Pulsar,2851,,false,11,0,0,0,0,en,2005-10-09
Stuart Dee,Stuart Dee,2852,tt2363395,false,31,0,0,1,2.5,en,2005-10-09
Before The Concert,Vor dem Konzert,2854,,false,12,0,0,0,0,de,2007-01-01
The Man with the Objective Lens,Der Mann mit dem Objektiv,2855,tt0055137,false,80,0,0,4,5,de,1961-10-05
Half Past Ten,Half Past Ten,2856,tt1533792,false,60,8000,0,1,2,en,2008-12-01
Der Mann im Keller,Der Mann im Keller,2857,tt1236474,false,51,0,0,0,0,en,2008-06-02
Blues,Blues,2858,tt2585880,false,67,0,0,0,0,de,2009-01-01
Forever Never Anywhere,Immer nie am Meer,2859,tt0976042,false,88,0,0,20,6.6,de,2007-03-09
Claire\'s Knee,Le genou de Claire,2860,tt0065772,false,105,0,0,186,7.352,fr,1970-12-11
A Good Marriage,Le Beau Mariage,2861,tt0082053,false,97,0,0,51,6.9,fr,1982-05-19
